"","conc","cond","mean","sd","median","mad","log10conc","readout"
"446",0.0123456790123457,"Pf_84",1.61210041362179,1.19480860210031,0.922417595789668,0.000415855863015138,-1.90848501887865,"Dd in infection"
"447",0.0123456790123457,"Pt_46",1.68693069558827,1.30961174485123,0.981326847944026,0.148113704553915,-1.90848501887865,"Dd in infection"
"448",0.0123456790123457,"Pt_47",0.865959623647765,0.351496982998667,0.722428500129559,0.168257020699611,-1.90848501887865,"Dd in infection"
"449",0.0123456790123457,"Pt_48",1.01540208415216,0.0352481365952869,1.0344326232196,0.0038725757939596,-1.90848501887865,"Dd in infection"
"450",0.0123456790123457,"Sb_24",0.905403338692006,0.228694845244785,0.918633301641454,0.309215079370677,-1.90848501887865,"Dd in infection"
"451",0.0123456790123457,"Sb_25",0.981471679575736,0.0429421979423645,1.00261518258401,0.0105669833307195,-1.90848501887865,"Dd in infection"
"452",0.0123456790123457,"Sb_26",0.953213898757132,0.224479612638495,1.01327953703047,0.190174468789262,-1.90848501887865,"Dd in infection"
"453",0.0123456790123457,"Sb_44",0.972602724568932,0.0858154381430002,0.924630415729493,0.00464059029892157,-1.90848501887865,"Dd in infection"
"454",0.0123456790123457,"Sp_35",1.01894333111073,0.0635733905605019,1.00015869200064,0.0493405808414552,-1.90848501887865,"Dd in infection"
"455",0.0123456790123457,"Sp_36",0.857164551438563,0.133929559604703,0.870753896365236,0.167574522835975,-1.90848501887865,"Dd in infection"
"456",0.0123456790123457,"Tt_07",0.987296079044215,0.0802425338986457,0.980800289606957,0.104228876835186,-1.90848501887865,"Dd in infection"
"457",0.037037037037037,"-",0.97730698801362,0.0795697711176932,0.98110798139867,0.0718296458594927,-1.43136376415899,"Dd in infection"
